"","Species","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","particle_volume","volume_ratio","hull_specific_vol","prismatic_volume","rectangular_volume","S1","C1","C1H","C1Hfresh","C1H_new","S2","C2","C2H","C2Hfresh","C2H_new","S3","C3","C3H","C3Hfresh"
"61","OUSP",11.1566666666667,4.70833333333333,1.75,0.35,0.261666666666667,10.395,4.66,2.40833333333333,0.216666666666667,0.783333333333333,41.9101551283333,53.5185104066667,105.654687976248,49.9617118719894,17.1185532873138,37729.0057110554,99.4505577783327,49.480098834834,23.1156066634775,43.6068896740676,1.46788153257667,25575.1003504357,55.6971524321305,74.2691975783333,90.9768533333333,6.4605985256415,0.370673028266043,0.054323540772687,0.509170482414976,0.000160943397261207,6.90562580890569,0.344257893376799,0.0508453783850424,0.4577293700808,0.000160943397261207,10.395,0.236309734834836,0.0341429240063011,0.299081140175274
"62","PEOB",8.90333333333333,4.43833333333333,1.49666666666667,0.261666666666667,0.701666666666667,8.20833333333333,3.47166666666667,1.58,0.215,0.323333333333333,29.2129642733333,88.070713475,80.9832366270944,45.8171896955408,15.8858014588142,24073.6950263764,75.5939238452795,37.7376030544899,16.6368737480896,20.6603546039996,0.75754521129,29029.4835879263,56.779513718035,48.2260316230833,68.5428405,5.28635322917986,0.281469958619082,0.0477524601283099,0.517659810069288,0.000112944915796053,5.32433324843931,0.284848763063103,0.0473346487913464,0.436497287674536,0.000112944915796053,8.20833333333333,0.183483061411031,0.0307101153377915,0.306404734283978
"63","PIAX",18.05,8.52,3.39166666666667,0.388333333333333,2.03,14.0116666666667,4.71166666666667,3.68,0.275,0.724,87.48788954,123.363548033333,165.808952952009,80.9450454255497,34.7113921211925,153322.696563382,129.79198220464,54.9577650387735,43.1620783959017,115.445738264172,3.37616594780667,46014.3230856532,167.87597205889,304.276965043833,551.977055,9.31063207751574,0.398812630242128,0.0522846038968236,0.571681228070585,0.0001460228032484,8.01552653924792,0.46098831688816,0.0606025113994414,0.428256474656514,0.0001460228032484,14.0116666666667,0.282161660762948,0.0360906377119439,0.293259850858025
"64","PIRO",15.6333333333333,8.74,3.72166666666667,0.495,1.93666666666667,15.6233333333333,7.99833333333333,3.14166666666667,0.461666666666667,1.41683333333333,65.16448138,47.918120035,140.118884297362,88.6046933089139,36.8825830362268,208278.568708561,138.246323900398,93.3292590415741,37.0933895328009,200.226467986515,3.25844939711,73563.4414683011,138.979424224099,234.84968322785,530.978497166667,7.95879931127998,0.415060231071839,0.0741813131317162,0.753903400625814,0.0004520379649079,11.1380065076643,0.284485726917418,0.0519849231604339,0.502351663393304,0.0004520379649079,15.6233333333333,0.205512690781691,0.037518178053313,0.378576172620208
"65","PLEL",4.574,1.974,0.384,0.242,0.15,4.22557142857143,1.83428571428571,0.766428571428571,0.187142857142857,0.0917142857142857,7.976447608,90.0374883233333,46.9438445893238,20.5131741300468,4.53233609919286,2017.66684091822,44.6996983571893,19.4220998127468,8.40997024817164,3.19766584157685,0.1920274654325,10857.1798491861,34.8243024461322,3.5586987972925,3.841272,2.80245509368743,0.278280531388255,0.0514959393522928,0.443729673839055,0.000139169383402627,2.76285701086741,0.278945709044059,0.0515287593918401,0.419656175358232,0.000139169383402627,4.22557142857143,0.185108694130103,0.0351800469772482,0.285325574925175
"66","PLPO",8.79166666666667,5.04333333333333,1.965,0.193333333333333,2.16666666666667,8.18833333333333,4.885,1.36166666666667,0.15,0.301333333333333,26.0056947016667,85.54390969,69.0631511121049,51.4034797043604,20.6382280325212,25105.3924717089,64.2419530936718,52.8233435568897,13.8742322577986,20.6147866856347,0.507407324468333,45642.9934256289,65.9939759862741,53.8943543354833,93.0886828333333,5.06574205284178,0.271231320495271,0.0525345209430943,0.550527726534955,0.000146526252295438,6.30582218307115,0.217323513606613,0.0421881668642632,0.418854062673037,0.000146526252295438,8.18833333333333,0.168258005613426,0.0327133315798238,0.317365669378458
"67","PORA",14.2,5.41,2.04166666666667,0.186666666666667,1.44333333333333,13.7616666666667,4.27,1.92166666666667,0.143333333333333,0.589166666666667,56.0629942066667,94.8081695583333,133.313313570569,56.3494864395917,21.6280781510656,54846.0547289868,128.267497410374,48.6427752834349,21.2966277781704,55.2859184901387,1.020988925775,51280.261074203,90.2185532993507,119.153629076317,162.390827666667,7.39632467413039,0.261995736853793,0.0504041113473917,0.503433863387056,0.000128232759077376,7.57388795353173,0.265314840685229,0.0502899461841815,0.426281652535725,0.000128232759077376,13.7616666666667,0.139574444827592,0.0271102727760244,0.263016281376502
"68","POTO",18.115,7.95666666666667,2.76333333333333,0.278333333333333,1.52333333333333,16.095,6.19,3.395,0.206666666666667,1.27,102.847775176667,82.502176595,168.642652200582,82.9959779901417,32.8210356174531,167273.68450819,145.941748403707,71.1821231225787,40.8256448319884,148.852508652442,2.94097007947667,58006.1125572166,115.068026047303,299.00584136865,417.706887333333,10.0752495458403,0.3360716590505,0.0515856773627866,0.537100871826571,0.000139087359565138,9.93925268099387,0.343098005209357,0.052454255548312,0.453970913336266,0.000139087359565138,16.095,0.212845920274353,0.0323928879420592,0.298721640263494
"69","PRHE",14.1333333333333,4.44666666666667,2.25333333333333,0.208333333333333,1.03333333333333,12.1433333333333,2.92833333333333,2.16833333333333,0.155,0.4475,47.9580522316667,106.79341855,129.716025615837,47.297067415966,24.7220470330249,54585.23444807,114.166414943826,36.6743174066935,23.3446367290747,37.9641343253161,1.03019850113667,59206.1113490242,81.2101461451701,109.491563692133,145.969917833333,6.88232020332729,0.315305891762176,0.0477245439121736,0.544457260449029,0.000110166013507045,5.89819657573686,0.371977949779342,0.0567504565366031,0.474724563813515,0.000110166013507045,12.1433333333333,0.179837175630164,0.0270356584097412,0.266620009526396
"70","QUGR",14.3683333333333,6.82333333333333,2.035,0.35,0.648333333333333,12.6533333333333,5.48833333333333,2.645,0.243333333333333,1.09066666666667,65.7714216216667,64.1489604266667,136.076879504616,67.8679949418976,23.1286974138883,89096.7774630965,122.014154086393,59.4790790330021,28.4378030690649,92.3596041637592,2.32989766990333,35826.4772041942,83.031697575274,136.997667220833,210.374977333333,8.02934670789763,0.333373627855002,0.0548682796170719,0.535879685121874,0.000166728501650735,8.26049893090663,0.333623095076344,0.054542200903434,0.437107402315634,0.000166728501650735,12.6533333333333,0.214699177902993,0.0351243754856992,0.299757046650439
"71","QUMU",9.39,3.66333333333333,0.936666666666667,0.261666666666667,0.241666666666667,7.435,2.22666666666667,1.94833333333333,0.258333333333333,0.3045,22.267769085,81.58920241,93.0836117388384,35.4855335930066,12.0850497456977,16034.6765349281,71.5613862376185,28.1006373644374,22.8842676892683,17.3315449109204,0.574192376131667,27718.0281235781,66.7084678891561,20.5435868707,33.375377,4.71245034233574,0.412669268128582,0.0537111752658402,0.52993771396431,0.00015983427929777,3.97703929663674,0.497669062998512,0.0669028962518756,0.423764069997112,0.00015983427929777,7.435,0.275954783252291,0.0354485484454213,0.264779052010509
"72","RALA",8.15833333333333,1.72,0.588333333333333,0.215,0.46,7.72,1.435,1.02,0.155,0.1155,9.74686222683333,86.3487542783333,74.9833726475028,18.4277730361723,6.62151250043145,3784.84601635339,70.9839988495309,16.666205777964,10.6254264385044,4.57859004901555,0.21266105616,18385.6453102824,40.7336379668067,5.73445734830333,8.45595833333333,3.10302046205153,0.324829336875012,0.052480911911671,0.496230364859279,0.000148136084457471,3.32305767030925,0.302203925205567,0.0488183492927232,0.410763043018954,0.000148136084457471,7.72,0.13180100415651,0.0211645453290894,0.189483177312306
"73","ROMO",15.1666666666667,6.31166666666667,5.365,0.386666666666667,3.58,13.0266666666667,5.33166666666667,5.265,0.288333333333333,1.63466666666667,56.233937712,38.983441698,124.601550897138,57.9237941283286,58.3033663617502,138296.105900217,113.395146102018,69.5731740841019,54.4990195281768,157.800492019958,2.134412964172,60804.2077099077,90.3939668687858,296.56816457616,641.948921666667,7.34875844371797,0.624565332054522,0.0677466264085073,0.686827463311649,0.000326787060733062,8.29225259714118,0.648387558603301,0.0643279807683237,0.561688793426589,0.000326787060733062,13.0266666666667,0.403333507775738,0.0399099447610226,0.342798840846643
"74","SCVI",11.7883333333333,2.73166666666667,1.33833333333333,0.28,0.36,11.475,1.77333333333333,1.01833333333333,0.248333333333333,0.291166666666667,22.8941836033333,80.6995376833333,111.681720110078,28.9239499332221,13.5540816617676,15783.2801200287,108.193774876958,20.9950024759903,12.2735877679954,10.4035654213728,0.648116756366667,24183.996363162,35.3265780153404,31.3657490986,44.3344683333333,4.77628500291504,0.212744770079039,0.0445275302176448,0.519367406767169,9.19306438208471e-05,4.37769336725517,0.241233805096244,0.0500058731781987,0.439533356680855,9.19306438208471e-05,11.475,0.0902893668539207,0.0186898550572236,0.211007670433992
"75","SIGU",15.1816666666667,5.99,1.64166666666667,0.241666666666667,0.655,13.04,3.78833333333333,2.505,0.173333333333333,0.4514,57.2323706016667,121.194160846,139.718911501189,62.2694327622092,21.7172046716052,72352.021911028,116.875513285294,37.8675690782999,27.1663541926386,45.8169471545124,1.35931223958,53102.1999744433,98.8679075034309,96.9018932935,152.6013965,7.51691406951295,0.333445367215904,0.0486507054801004,0.551032829429579,0.000119939992096921,6.98316506106093,0.357807891435925,0.0529141708469748,0.433123029677566,0.000119939992096921,13.04,0.191978714632339,0.027812585985051,0.272639851273614
"76","STCA",9.36833333333333,3.555,2,0.301666666666667,0.961666666666667,8.885,1.39833333333333,1.32833333333333,0.203333333333333,0.360166666666667,29.09984622,81.4279327766667,85.1639402736639,40.9305935923696,16.7380850562787,20680.2230435094,80.9542227450664,17.9658406927968,14.5502690377746,8.56860677509581,0.87622465134,24369.6295810908,23.5986722978676,58.2429108729833,64.2600966666667,5.3923021058533,0.245679287278742,0.0375566523795125,0.506656725604309,5.38733825921044e-05,3.49550472267128,0.383669225812085,0.0588114329823233,0.479830057703072,5.38733825921044e-05,8.885,0.150247956145239,0.0229270290455427,0.29477638592619
"77","STFE",7.97333333333333,3.50166666666667,0.756666666666667,0.371666666666667,0.798333333333333,7.26666666666667,2.855,1.48333333333333,0.251666666666667,0.322833333333333,20.1545355566667,62.8597082366667,76.7218898885175,37.3389802530117,10.3967312518175,10443.9940623752,66.0071656598461,31.705774532064,16.7401951259345,14.2262154248105,0.748689458398333,14705.8831221657,42.1104197334535,14.3450789560833,20.1179141666667,4.45851020248392,0.327205199007374,0.0532357090637338,0.494906396127495,0.000153657705317664,4.5297219166412,0.325551127525173,0.0527401018342568,0.416437532260348,0.000153657705317664,7.26666666666667,0.20072927779419,0.0325561466490839,0.280337046942728
"78","STPO",9.84833333333333,3.81333333333333,1.27,0.285,1.34833333333333,9.11666666666667,3.03666666666667,1.65166666666667,0.25,0.363666666666667,23.1303300825,86.4408291175,89.4338561494488,39.5560338102404,14.4493058086642,19457.3938641228,80.667679496312,33.5179505814883,16.4057202975571,18.0723664046821,0.642019379025,19444.6099613759,48.0504055605539,24.577464105575,50.202049,4.72098199849008,0.322046394582076,0.0481743277392234,0.483669052884977,0.000116564514642408,5.24096439126102,0.328586859220431,0.0493499115621151,0.419485611471787,0.000116564514642408,9.11666666666667,0.189914159415849,0.0283080009089535,0.259323301406476
"79","STRO",1.65,0.93,0.1325,0.165,0.0875,1.475,0.755,0.185,0.12,0.01,1.07806236,109.072588755,15.0991116920043,8.69075370554581,2.40540785745775,183.340789147595,13.2399393876558,7.17212892383592,2.1960111428325,0.105930494570764,0.016153372711,11351.021638634,10.5358030290658,0.08606936191,0.2174945,1.03826337068845,0.178625523703,0.045473874643504,0.547121855204063,9.50379655849338e-05,1.05305530219612,0.177696586815163,0.0449468240864179,0.500672040179446,9.50379655849338e-05,1.475,0.124401913875598,0.0319733048964138,0.365484758951792
"80","SYPU",10.7283333333333,3.77,1.41833333333333,0.223333333333333,1.01,8.745,3.88333333333333,1.86,0.180833333333333,0.2725,27.506468285,103.070328346667,97.5528329399196,40.0255747673926,15.7857434967698,20966.9938264104,79.6179948719495,35.1700520036643,19.2858526379292,16.9098425938158,0.61628825369,34055.0817925747,63.8421957417465,40.5916718647,59.3075605,5.22194482738903,0.369804738603982,0.048932713296194,0.52354890153868,0.000118251694040314,5.68191060190532,0.401277807491934,0.0482536808770947,0.430673005345758,0.000118251694040314,8.745,0.277900732067811,0.032724186530053,0.255597965064918
"81","SYRE",9.71333333333333,3.15833333333333,1.285,0.225,0.981666666666667,8.70833333333333,2.12833333333333,1.16666666666667,0.163333333333333,0.169666666666667,28.4993695233333,189.02183821,92.0210145746448,32.8988087388499,12.3913259546769,12284.7213218959,76.9025232241179,24.5569432344856,12.4798300622084,7.99605539651932,0.607113612506667,23665.8213489019,49.2829057746815,32.9556014706,40.9963413333333,5.10164169635927,0.246601311240299,0.0416529404576931,0.474414398062887,8.11288274849311e-05,4.24304308871264,0.275932081819782,0.0470100104258767,0.409842532467791,8.11288274849311e-05,8.70833333333333,0.137313628732079,0.0232626978677044,0.235092150301557
"82","TAAU",19.63,7.94833333333333,2.105,0.511666666666667,4.575,14.09,5.03333333333333,4.52833333333333,0.373333333333333,1.81633333333333,82.123061565,55.25195175,186.180577285731,78.8467337854261,27.1037065378524,182474.340726027,122.452890688242,68.3618260975859,51.2162320782645,158.536747187772,3.9460254414825,30157.7862724136,84.3655431985609,132.5975185054,383.69417,9.00075830132717,0.480063234398165,0.053951690158844,0.542281656566866,0.000157423376261375,8.33745455858129,0.572144701746569,0.0659219400422787,0.439835102148278,0.000157423376261375,14.09,0.339362534514778,0.038584131496836,0.279588829582602
"83","TACA",11.48,2.21,1.88333333333333,0.201666666666667,0.451666666666667,10.14,1.71166666666667,1.32283333333333,0.145,0.151,17.6353948375,111.975204425,106.849378466051,21.1117638331051,17.6533490456738,14323.0608506867,97.264017313024,20.7513677448339,15.4390497009905,12.6063415473279,0.3282522825825,39944.1407074646,78.0867071545879,34.46972156525,48.2534633333333,4.17061434056231,0.29514552393763,0.0532098193748145,0.556121294868031,0.000158919234199417,4.09808214531894,0.313813043271778,0.0548802243382209,0.466177790273257,0.000158919234199417,10.14,0.131495127422326,0.0221583903010084,0.205297987086397
"84","TAGU",12.0966666666667,3.74166666666667,1.63,0.211666666666667,0.733333333333333,11.5083333333333,2.95166666666667,1.475,0.161666666666667,0.525666666666667,35.314696395,72.4349848233333,108.480609620238,36.6784189246801,26.7752261040962,44928.7913554929,108.445230441059,32.7514847800467,16.4976047111911,26.1093355986315,0.765272770518333,52393.2417186024,50.068917455955,63.5619985626667,78.6641066666667,5.89263043492116,0.253016138087653,0.0489081357273294,0.555967837259334,0.000117979973377821,5.8033597993816,0.261651452112438,0.0503468132069723,0.495708582383077,0.000117979973377821,11.5083333333333,0.129253147026955,0.0248221358484272,0.272005581816236
"85","TAOC",13.9466666666667,5.84,2.48166666666667,0.448333333333333,2.665,12.88,2.76333333333333,2.11833333333333,0.305,0.893333333333333,57.3762173866667,67.1356406766667,125.610553484158,52.839695232477,30.4849496750568,73211.5143023739,119.571580146722,31.7209116343033,22.4230524020337,36.907624940754,2.614512178395,27628.7566121692,41.8316913266658,143.872052041483,203.286061666667,7.47367706218599,0.286799932680821,0.043981476603522,0.547452560767107,8.92133649162439e-05,5.92442846795367,0.352766064139657,0.054991255778696,0.459653198477328,8.92133649162439e-05,12.88,0.163592348486051,0.0251897495884628,0.292428486394192
"86","TEGL",11.195,4.92,1.655,0.253333333333333,0.88,9.32,3.44833333333333,2.28166666666667,0.226666666666667,0.437666666666667,36.5294968333333,86.89901689,106.573153804357,46.2695725292311,18.1051144273358,31321.0481159929,86.6234871739652,41.1156041747174,26.1011557924332,33.6741228794022,0.923712991276667,33647.6479673913,81.8436923371576,60.99303583765,93.548108,6.02973352102848,0.372996655363614,0.0527085851539213,0.513524100785305,0.000148780403185215,5.61966549501443,0.409215923475101,0.05709828354845,0.415696785355076,0.000148780403185215,9.32,0.259521608320576,0.0348131601030918,0.276731788196818
"87","TOFO",16.07,8.73666666666667,2.34,0.555,1.03666666666667,14.0516666666667,6.31,2.53333333333333,0.413333333333333,1.09583333333333,89.5891039683333,93.1080095383333,146.433882388764,84.1423796188032,33.370454893433,177939.205199667,126.979789081131,66.1222679200648,27.9107865777303,92.5463512527302,4.88309048435333,35281.015064496,90.8840446288108,230.368941508717,365.0196085,9.33410559587481,0.270694299714059,0.0474194637062388,0.580742992444757,0.000106789141205103,9.3736836476087,0.282055355179388,0.0476914000997761,0.460587542211782,0.000106789141205103,14.0516666666667,0.183585909323755,0.0315424002377455,0.341043963871878
"88","VOTU",11.4183333333333,3.78833333333333,1.33666666666667,0.32,0.913333333333333,8.13666666666667,2.23166666666667,2.65833333333333,0.251666666666667,0.3135,30.7046100366667,105.516457163333,106.940217160002,38.9916885837928,13.7179985956385,23429.8226632761,78.9839484623401,34.7474865789085,34.6758433605906,30.9680579551849,1.00153168869667,23692.5698374433,100.613639793479,41.8531287191333,59.856912,5.51845061554985,0.477788975871261,0.0560289099787021,0.511472550622018,0.000178678575439896,4.20212072271976,0.685012195161931,0.0783306948100865,0.429205381804934,0.000178678575439896,8.13666666666667,0.337079697121649,0.0391286614784019,0.247297298786539
"89","XYAR",11.9683333333333,2.86166666666667,1.21333333333333,0.19,0.42,11.16,2.80166666666667,1.68,0.17,0.304833333333333,28.87468538,94.8927757116667,113.531802399201,34.9135257676132,11.4516009408418,18452.5138354401,104.747740460446,31.2886029639241,18.7902631914189,22.2742618413042,0.551189901185,33149.4309788801,70.6724935008872,35.4403309103833,40.6347116666667,5.35350563765741,0.30948526384782,0.0514818631936034,0.484171786193304,0.000137738825449241,5.57926001702539,0.298282870460633,0.0496994036942215,0.458878782422745,0.000137738825449241,11.16,0.150167299461273,0.0247978115151433,0.216835395566153
"90","ZEMO",13.0057142857143,4.23857142857143,2.77,0.438571428571429,0.772857142857143,12.8157142857143,3.85142857142857,2.29428571428571,0.345714285714286,0.707714285714286,42.7030584742857,69.5270558271429,114.272503901397,37.0130628446091,26.6437444818551,44098.5047823233,105.670851996962,37.7979686109299,22.1468185377202,37.5378548794461,1.95825596056143,29118.3595183843,69.6112308816034,135.478791917743,193.899878142857,6.3363470843939,0.356752019016327,0.0546888676932764,0.581195940100777,0.00016466578390459,6.99930755206299,0.325740254503911,0.0505801557629446,0.505499609652502,0.00016466578390459,12.8157142857143,0.179282990166394,0.0275092911060489,0.284746896435389
"91","ZETU",15.6066666666667,8.80666666666667,0.951666666666667,0.225,0.703333333333333,13.775,7.48166666666667,2.384,0.176666666666667,0.410833333333333,92.18619556,224.11470775,149.156710412041,91.052730079962,16.3653945619607,82929.7964956232,129.774572729003,78.708441211868,28.5973435808465,117.296752312224,2.04130842628833,44031.7256500453,285.983970855911,89.0781521922167,134.455726,9.48870409056791,0.266210872347202,0.0515074308339484,0.450906514328812,0.000139450556865308,10.1378518588911,0.25009243874503,0.0482781689177073,0.366015074198428,0.000139450556865308,13.775,0.184162112595278,0.0355889146130219,0.274043672446694
